nom_voltage,nom_temperature,nom_process,related_pin CLK,timing_type setup_rising,rise_constraint,output_load,input_slope,value
0.750000,-40.000000,0.99,1,1,1,1.0240000,0.1280000,0.5822290
0.750000,-40.000000,0.99,1,1,1,0.0160000,0.2560000, 0.0825243
0.750000,-40.000000,0.99,1,1,1,0.0320000,0.2560000,0.0980845
0.750000,-40.000000,0.99,1,1,1,0.0640000,0.2560000,0.1167924
0.750000,-40.000000,0.99,1,1,1,0.1280000,0.2560000,0.1508899
0.750000,-40.000000,0.99,1,1,1,0.2560000,0.2560000,0.2223840
0.750000,-40.000000,0.99,1,1,1,0.5120000,0.2560000,0.3500478
0.750000,-40.000000,0.99,1,1,1,1.0240000,0.2560000,0.5383602
0.750000,-40.000000,0.99,1,1,1,0.0160000,0.5120000, 0.0444706
0.750000,-40.000000,0.99,1,1,1,0.0320000,0.5120000,0.0479273
0.750000,-40.000000,0.99,1,1,1,0.0640000,0.5120000,0.0667732
0.750000,-40.000000,0.99,1,1,1,0.1280000,0.5120000,0.1004566
0.750000,-40.000000,0.99,1,1,1,0.2560000,0.5120000,0.1679202
0.750000,-40.000000,0.99,1,1,1,0.5120000,0.5120000,0.3085938
0.750000,-40.000000,0.99,1,1,1,1.0240000,0.5120000,0.5050955
0.750000,-40.000000,0.99,1,1,1,0.0160000,1.0240000, -0.0121055
0.750000,-40.000000,0.99,1,1,1,0.0320000,1.0240000,-0.0047425
0.750000,-40.000000,0.99,1,1,1,0.0640000,1.0240000,0.0141032
0.750000,-40.000000,0.99,1,1,1,0.1280000,1.0240000,0.0483489
0.750000,-40.000000,0.99,1,1,1,0.2560000,1.0240000,0.1154930
0.750000,-40.000000,0.99,1,1,1,0.5120000,1.0240000,0.2508216
0.750000,-40.000000,0.99,1,1,1,1.0240000,1.0240000,0.4728270
