nom_voltage,nom_temperature,nom_process,related_pin RIN,timing_type non_seq_setup_falling,timing_type non_seq_hold_rising,rise_constraint,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.2560000, 1.9113526
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.2560000,1.8994371
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.2560000,1.8790300
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.2560000,1.8349484
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.2560000,1.7503520
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.2560000,1.5719329
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.2560000,1.2296663
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.5120000, 2.0746600
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.5120000,2.0651092
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.5120000,2.0407958
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.5120000,1.9967141
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.5120000,1.9121178
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.5120000,1.7373347
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.5120000,1.3943420
0.850000,125.000000,1.01,1,1,0,1,0.0160000,1.0240000, 2.4043858
0.850000,125.000000,1.01,1,1,0,1,0.0320000,1.0240000,2.3867315
0.850000,125.000000,1.01,1,1,0,1,0.0640000,1.0240000,2.3658444
0.850000,125.000000,1.01,1,1,0,1,0.1280000,1.0240000,2.3253774
0.850000,125.000000,1.01,1,1,0,1,0.2560000,1.0240000,2.2395532
0.850000,125.000000,1.01,1,1,0,1,0.5120000,1.0240000,2.0633260
0.850000,125.000000,1.01,1,1,0,1,1.0240000,1.0240000,1.7218199
0.850000,125.000000,1.01,1,0,1,1,0.0160000,0.0160000,-1.8398000
0.850000,125.000000,1.01,1,0,1,1,0.0320000,0.0160000,-1.8316576
0.850000,125.000000,1.01,1,0,1,1,0.0640000,0.0160000,-1.8073505
0.850000,125.000000,1.01,1,0,1,1,0.1280000,0.0160000,-1.7634391
0.850000,125.000000,1.01,1,0,1,1,0.2560000,0.0160000,-1.6766422
0.850000,125.000000,1.01,1,0,1,1,0.5120000,0.0160000,-1.5065965
0.850000,125.000000,1.01,1,0,1,1,1.0240000,0.0160000,-1.1631177
0.850000,125.000000,1.01,1,0,1,1,0.0160000,0.0320000, -1.8519277
0.850000,125.000000,1.01,1,0,1,1,0.0320000,0.0320000,-1.8437857
0.850000,125.000000,1.01,1,0,1,1,0.0640000,0.0320000,-1.8194783
0.850000,125.000000,1.01,1,0,1,1,0.1280000,0.0320000,-1.7755675
0.850000,125.000000,1.01,1,0,1,1,0.2560000,0.0320000,-1.6887713
0.850000,125.000000,1.01,1,0,1,1,0.5120000,0.0320000,-1.5148212
0.850000,125.000000,1.01,1,0,1,1,1.0240000,0.0320000,-1.1752507
0.850000,125.000000,1.01,1,0,1,1,0.0160000,0.0640000, -1.8720836
0.850000,125.000000,1.01,1,0,1,1,0.0320000,0.0640000,-1.8639403
0.850000,125.000000,1.01,1,0,1,1,0.0640000,0.0640000,-1.8396339
0.850000,125.000000,1.01,1,0,1,1,0.1280000,0.0640000,-1.7996273
0.850000,125.000000,1.01,1,0,1,1,0.2560000,0.0640000,-1.7089229
0.850000,125.000000,1.01,1,0,1,1,0.5120000,0.0640000,-1.5388752
0.850000,125.000000,1.01,1,0,1,1,1.0240000,0.0640000,-1.1953992
0.850000,125.000000,1.01,1,0,1,1,0.0160000,0.1280000, -1.9162723
0.850000,125.000000,1.01,1,0,1,1,0.0320000,0.1280000,-1.9081305
0.850000,125.000000,1.01,1,0,1,1,0.0640000,0.1280000,-1.8838231
0.850000,125.000000,1.01,1,0,1,1,0.1280000,0.1280000,-1.8398525
0.850000,125.000000,1.01,1,0,1,1,0.2560000,0.1280000,-1.7531179
0.850000,125.000000,1.01,1,0,1,1,0.5120000,0.1280000,-1.5830771
0.850000,125.000000,1.01,1,0,1,1,1.0240000,0.1280000,-1.2395246
0.850000,125.000000,1.01,1,0,1,1,0.0160000,0.2560000, -2.0045965
0.850000,125.000000,1.01,1,0,1,1,0.0320000,0.2560000,-1.9925377
0.850000,125.000000,1.01,1,0,1,1,0.0640000,0.2560000,-1.9721429
0.850000,125.000000,1.01,1,0,1,1,0.1280000,0.2560000,-1.9282336
0.850000,125.000000,1.01,1,0,1,1,0.2560000,0.2560000,-1.8414121
0.850000,125.000000,1.01,1,0,1,1,0.5120000,0.2560000,-1.6674848
0.850000,125.000000,1.01,1,0,1,1,1.0240000,0.2560000,-1.3244322
0.850000,125.000000,1.01,1,0,1,1,0.0160000,0.5120000, -2.1784945
0.850000,125.000000,1.01,1,0,1,1,0.0320000,0.5120000,-2.1666056
0.850000,125.000000,1.01,1,0,1,1,0.0640000,0.5120000,-2.1460429
0.850000,125.000000,1.01,1,0,1,1,0.1280000,0.5120000,-2.1060313
0.850000,125.000000,1.01,1,0,1,1,0.2560000,0.5120000,-2.0117743
0.850000,125.000000,1.01,1,0,1,1,0.5120000,0.5120000,-1.8404369
0.850000,125.000000,1.01,1,0,1,1,1.0240000,0.5120000,-1.4968593
0.850000,125.000000,1.01,1,0,1,1,0.0160000,1.0240000, -2.5245539
0.850000,125.000000,1.01,1,0,1,1,0.0320000,1.0240000,-2.5145437
0.850000,125.000000,1.01,1,0,1,1,0.0640000,1.0240000,-2.4940734
0.850000,125.000000,1.01,1,0,1,1,0.1280000,1.0240000,-2.4523343
0.850000,125.000000,1.01,1,0,1,1,0.2560000,1.0240000,-2.3624043
0.850000,125.000000,1.01,1,0,1,1,0.5120000,1.0240000,-2.1895858
0.850000,125.000000,1.01,1,0,1,1,1.0240000,1.0240000,-1.8492796
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0160000,1.5857095
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0160000,1.5739978
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0160000,1.5538490
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0160000,1.5095877
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0160000,1.4242583
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0160000,1.2468087
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0160000,0.9317607
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0320000, 1.5938533
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0320000,1.5821416
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0320000,1.5619929
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0320000,1.5177315
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0320000,1.4324021
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0320000,1.2588588
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0320000,0.8937069
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0640000, 1.6178350
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0640000,1.6061233
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0640000,1.5859746
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0640000,1.5417132
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0640000,1.4524776
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0640000,1.2789343
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0640000,0.9062129
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.1280000, 1.6544583
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.1280000,1.6427467
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.1280000,1.6225979
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.1280000,1.5783366
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.1280000,1.4891008
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.1280000,1.3155576
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.1280000,0.9507497
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.2560000, 1.7314367
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.2560000,1.7197250
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.2560000,1.6995763
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.2560000,1.6553150
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.2560000,1.5660793
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.2560000,1.3925360
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.2560000,1.0362723
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.5120000, 1.8892963
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.5120000,1.8775848
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.5120000,1.8613422
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.5120000,1.8131746
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.5120000,1.7278451
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.5120000,1.5503956
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.5120000,1.1894895
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,1.0240000, 2.2011069
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,1.0240000,2.1791942
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,1.0240000,2.1536215
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,1.0240000,2.1482480
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,1.0240000,2.0354942
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,1.0240000,1.8782897
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,1.0240000,1.5030560
0.750000,-40.000000,0.99,1,0,1,1,0.0160000,0.0160000,-1.9374999
0.750000,-40.000000,0.99,1,0,1,1,0.0320000,0.0160000,-1.9294055
0.750000,-40.000000,0.99,1,0,1,1,0.0640000,0.0160000,-1.9092719
0.750000,-40.000000,0.99,1,0,1,1,0.1280000,0.0160000,-1.8687512
0.750000,-40.000000,0.99,1,0,1,1,0.2560000,0.0160000,-1.7878672
0.750000,-40.000000,0.99,1,0,1,1,0.5120000,0.0160000,-1.6225812
0.750000,-40.000000,0.99,1,0,1,1,1.0240000,0.0160000,-1.1871365
0.750000,-40.000000,0.99,1,0,1,1,0.0160000,0.0320000, -1.9495152
0.750000,-40.000000,0.99,1,0,1,1,0.0320000,0.0320000,-1.9414206
0.750000,-40.000000,0.99,1,0,1,1,0.0640000,0.0320000,-1.9212867
0.750000,-40.000000,0.99,1,0,1,1,0.1280000,0.0320000,-1.8807651
0.750000,-40.000000,0.99,1,0,1,1,0.2560000,0.0320000,-1.7998798
0.750000,-40.000000,0.99,1,0,1,1,0.5120000,0.0320000,-1.6345914
0.750000,-40.000000,0.99,1,0,1,1,1.0240000,0.0320000,-1.1991398
0.750000,-40.000000,0.99,1,0,1,1,0.0160000,0.0640000, -1.9696371
0.750000,-40.000000,0.99,1,0,1,1,0.0320000,0.0640000,-1.9615427
0.750000,-40.000000,0.99,1,0,1,1,0.0640000,0.0640000,-1.9414093
0.750000,-40.000000,0.99,1,0,1,1,0.1280000,0.0640000,-1.9008886
0.750000,-40.000000,0.99,1,0,1,1,0.2560000,0.0640000,-1.8200046
0.750000,-40.000000,0.99,1,0,1,1,0.5120000,0.0640000,-1.6586249
0.750000,-40.000000,0.99,1,0,1,1,1.0240000,0.0640000,-1.2192355
0.750000,-40.000000,0.99,1,0,1,1,0.0160000,0.1280000, -2.0140611
0.750000,-40.000000,0.99,1,0,1,1,0.0320000,0.1280000,-2.0059667
0.750000,-40.000000,0.99,1,0,1,1,0.0640000,0.1280000,-1.9858331
0.750000,-40.000000,0.99,1,0,1,1,0.1280000,0.1280000,-1.9453124
0.750000,-40.000000,0.99,1,0,1,1,0.2560000,0.1280000,-1.8644284
0.750000,-40.000000,0.99,1,0,1,1,0.5120000,0.1280000,-1.7069549
0.750000,-40.000000,0.99,1,0,1,1,1.0240000,0.1280000,-1.2719150
0.750000,-40.000000,0.99,1,0,1,1,0.0160000,0.2560000, -2.0988515
0.750000,-40.000000,0.99,1,0,1,1,0.0320000,0.2560000,-2.0907569
0.750000,-40.000000,0.99,1,0,1,1,0.0640000,0.2560000,-2.0745297
0.750000,-40.000000,0.99,1,0,1,1,0.1280000,0.2560000,-2.0301028
0.750000,-40.000000,0.99,1,0,1,1,0.2560000,0.2560000,-1.9492186
0.750000,-40.000000,0.99,1,0,1,1,0.5120000,0.2560000,-1.7956514
0.750000,-40.000000,0.99,1,0,1,1,1.0240000,0.2560000,-1.3757462
0.750000,-40.000000,0.99,1,0,1,1,0.0160000,0.5120000, -2.2684290
0.750000,-40.000000,0.99,1,0,1,1,0.0320000,0.5120000,-2.2642408
0.750000,-40.000000,0.99,1,0,1,1,0.0640000,0.5120000,-2.2480136
0.750000,-40.000000,0.99,1,0,1,1,0.1280000,0.5120000,-2.2035866
0.750000,-40.000000,0.99,1,0,1,1,0.2560000,0.5120000,-2.1227025
0.750000,-40.000000,0.99,1,0,1,1,0.5120000,0.5120000,-1.9696402
0.750000,-40.000000,0.99,1,0,1,1,1.0240000,0.5120000,-1.5842515
0.750000,-40.000000,0.99,1,0,1,1,0.0160000,1.0240000, -2.6153950
0.750000,-40.000000,0.99,1,0,1,1,0.0320000,1.0240000,-2.6133449
0.750000,-40.000000,0.99,1,0,1,1,0.0640000,1.0240000,-2.5936200
0.750000,-40.000000,0.99,1,0,1,1,0.1280000,1.0240000,-2.5465539
0.750000,-40.000000,0.99,1,0,1,1,0.2560000,1.0240000,-2.4694251
0.750000,-40.000000,0.99,1,0,1,1,0.5120000,1.0240000,-2.3159263
0.750000,-40.000000,0.99,1,0,1,1,1.0240000,1.0240000,-1.9974242
