nom_voltage,nom_temperature,nom_process,related_pin CLK,timing_type setup_falling,rise_constraint,fall_constraint,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.2560000,0.0074411
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.2560000,0.0140877
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.2560000,0.0197024
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.2560000,0.0222879
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.2560000,0.0086923
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.5120000, -0.0140418
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.5120000,-0.0143807
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.5120000,-0.0070551
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.5120000,-0.0011256
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.5120000,0.0081419
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.5120000,0.0038433
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.5120000,-0.0215489
0.850000,125.000000,1.01,1,1,1,0,0.0160000,1.0240000, -0.0274986
0.850000,125.000000,1.01,1,1,1,0,0.0320000,1.0240000,-0.0317756
0.850000,125.000000,1.01,1,1,1,0,0.0640000,1.0240000,-0.0246032
0.850000,125.000000,1.01,1,1,1,0,0.1280000,1.0240000,-0.0143674
0.850000,125.000000,1.01,1,1,1,0,0.2560000,1.0240000,-0.0015458
0.850000,125.000000,1.01,1,1,1,0,0.5120000,1.0240000,-0.0018886
0.850000,125.000000,1.01,1,1,1,0,1.0240000,1.0240000,-0.0273438
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.0160000,0.0390635
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.0160000,0.0425841
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.0160000,0.0538492
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.0160000,0.0720999
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.0160000,0.1009886
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.0160000,0.1468548
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.0160000,0.2346809
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.0320000, 0.0354304
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.0320000,0.0428475
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.0320000,0.0539999
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.0320000,0.0723705
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.0320000,0.1015508
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.0320000,0.1470478
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.0320000,0.2309671
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.0640000, 0.0360778
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.0640000,0.0396271
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.0640000,0.0506109
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.0640000,0.0690047
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.0640000,0.0976088
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.0640000,0.1439587
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.0640000,0.2308287
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.1280000, 0.0332735
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.1280000,0.0367992
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.1280000,0.0478388
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.1280000,0.0664175
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.1280000,0.0955134
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.1280000,0.1447052
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.1280000,0.2279767
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.2560000, 0.0318247
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.2560000,0.0353824
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.2560000,0.0462880
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.2560000,0.0649481
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.2560000,0.0976284
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.2560000,0.1478139
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.2560000,0.2280012
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.5120000, 0.0367398
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.5120000,0.0403410
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.5120000,0.0553800
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.5120000,0.0737602
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.5120000,0.1064776
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.5120000,0.1634515
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.5120000,0.2681228
0.850000,125.000000,1.01,1,1,0,1,0.0160000,1.0240000, 0.0543824
0.850000,125.000000,1.01,1,1,0,1,0.0320000,1.0240000,0.0618868
0.850000,125.000000,1.01,1,1,0,1,0.0640000,1.0240000,0.0730253
0.850000,125.000000,1.01,1,1,0,1,0.1280000,1.0240000,0.0981585
0.850000,125.000000,1.01,1,1,0,1,0.2560000,1.0240000,0.1319327
0.850000,125.000000,1.01,1,1,0,1,0.5120000,1.0240000,0.1973301
0.850000,125.000000,1.01,1,1,0,1,1.0240000,1.0240000,0.3203125
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.0160000,0.3164058
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.0160000,0.3238828
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.0160000,0.3427887
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.0160000,0.3804648
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.0160000,0.4597318
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.0160000,0.5909249
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.0160000,0.8064376
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.0320000, 0.3052504
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.0320000,0.3125794
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.0320000,0.3315539
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.0320000,0.3692784
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.0320000,0.4484284
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.0320000,0.5758363
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.0320000,0.7951337
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.0640000, 0.2781679
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.0640000,0.2856532
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.0640000,0.3046284
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.0640000,0.3422269
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.0640000,0.4180547
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.0640000,0.5526583
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.0640000,0.7721063
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.1280000, 0.2209794
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.1280000,0.2283691
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.1280000,0.2515938
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.1280000,0.2893667
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.1280000,0.3641001
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.1280000,0.4926854
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.1280000,0.7153363
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.2560000, 0.1138915
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.2560000,0.1250805
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.2560000,0.1443640
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.2560000,0.1821450
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.2560000,0.2571827
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.2560000,0.3928114
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.2560000,0.6156072
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.5120000, -0.0752956
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.5120000,-0.0678186
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.5120000,-0.0461831
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.5120000,-0.0133597
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.5120000,0.0635297
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.5120000,0.1997353
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.5120000,0.4113131
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,1.0240000, -0.3415893
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,1.0240000,-0.3302062
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,1.0240000,-0.3112314
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,1.0240000,-0.2697178
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,1.0240000,-0.2074773
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,1.0240000,-0.0839361
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,1.0240000,0.1294217
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0160000,0.3242264
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0160000,0.3357273
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0160000,0.3583566
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0160000,0.4037454
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0160000,0.4945762
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0160000,0.6879583
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0160000,1.0747236
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0320000, 0.3166501
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0320000,0.3242447
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0320000,0.3470202
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0320000,0.3922628
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0320000,0.4869998
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0320000,0.6764758
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0320000,1.0632411
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0640000, 0.2939440
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0640000,0.3054449
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0640000,0.3279732
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0640000,0.3734949
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0640000,0.4642937
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0640000,0.6576759
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0640000,1.0444412
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.1280000, 0.2601909
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.1280000,0.2711043
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.1280000,0.2943537
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.1280000,0.3396798
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.1280000,0.4304108
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.1280000,0.6239982
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.1280000,1.0108233
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.2560000, 0.2200002
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.2560000,0.2268815
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.2560000,0.2502344
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.2560000,0.2954998
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.2560000,0.3857881
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.2560000,0.5793950
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.2560000,0.9624342
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.5120000, 0.1812909
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.5120000,0.1927918
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.5120000,0.2152995
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.5120000,0.2610371
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.5120000,0.3447588
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.5120000,0.5215854
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.5120000,0.9052877
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,1.0240000, 0.0934648
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,1.0240000,0.1049657
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,1.0240000,0.1275950
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,1.0240000,0.1729838
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,1.0240000,0.2632143
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,1.0240000,0.4467609
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,1.0240000,0.8144536
