nom_voltage,nom_temperature,nom_process,related_pin CLK,timing_type rising_edge,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.128,0.5,0.2705923
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.256,0.5,0.3008135
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.512,0.5,0.3404477
0.750000,-40.000000,0.99,1,1,0,0,0,1,1.024,0.5,0.3908044
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.016,1, 0.2278906
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.032,1,0.2394859
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.064,1,0.2506562
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.128,1,0.2705634
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.256,1,0.3007926
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.512,1,0.3404777
0.750000,-40.000000,0.99,1,1,0,0,0,1,1.024,1,0.3908037
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.016,2, 0.2278962
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.032,2,0.2394430
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.064,2,0.2506708
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.128,2,0.2707718
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.256,2,0.3007511
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.512,2,0.3405342
0.750000,-40.000000,0.99,1,1,0,0,0,1,1.024,2,0.3908035
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.016,4, 0.2292513
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.032,4,0.2385199
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.064,4,0.2505360
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.128,4,0.2708768
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.256,4,0.3003792
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.512,4,0.3406564
0.750000,-40.000000,0.99,1,1,0,0,0,1,1.024,4,0.3907707
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.016,8, 0.2282228
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.032,8,0.2395417
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.064,8,0.2509653
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.128,8,0.2711268
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.256,8,0.3016416
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.512,8,0.3407764
0.750000,-40.000000,0.99,1,1,0,0,0,1,1.024,8,0.3903537
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.016,16, 0.2296999
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.032,16,0.2398371
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.064,16,0.2518672
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.128,16,0.2717200
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.256,16,0.3018752
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.512,16,0.3410998
0.750000,-40.000000,0.99,1,1,0,0,0,1,1.024,16,0.3902119
